customer_unique_id,frequency,recency,monetary,recency_score,monetary_score,frequency_score,RFM_score
001a34eb30ecb8e3aacb07c475ca4dd1,1,98,151.9,5,4,1,514
001a3a8e11d76c9a366c31a4aa2cc529,1,150,9.0,4,1,1,411
001ae44fa04911a9e9577356dce6c63c,1,345,99.9,1,3,1,113
001ae5a1788703d64536c30362503e49,1,314,89.99,1,3,1,113
001deb796b28a3a128d6113857569aa4,1,118,39.9,4,1,1,411
002311514717ca8b65b09a26cdf7b91a,1,113,116.25,5,4,1,514
0023557a94bef0038066b5d1b3dc763e,1,203,89.9,3,3,1,313
002471155ecd08d208d1376720e2a907,1,70,68.9,5,2,1,512
00256bf7b05c08f6a5849df3d0a64f1f,1,138,39.5,4,1,1,411
0025795df7a7d077c4c90162fa820085,1,86,177.9,5,4,1,514
0027324a96d26a2bc7d69262f83c8403,1,207,37.9,3,1,1,311
0028a7d8db7b0247652509358ad8d755,1,309,274.0,1,5,1,115
0028cfeb9dfcd3628a56d5b6400deef5,1,284,95.9,2,3,1,213
00293787e2aec37a9c253b63fdfe2049,1,356,237.8,1,5,1,115
0029bd580d3012618731f5abb174a07f,1,350,39.9,1,1,1,111
002aba8c1af80acacef6e011f9f23262,1,233,199.9,3,5,1,315
002bdeb33da5b1b3ce8b9c822f749c82,1,316,23.99,1,1,1,111
002cdf87d4c03f08f7eb4551a923affc,1,351,196.99,1,5,1,115
002d3bd901608f67c3fc11eaaa842b13,1,275,19.49,2,1,1,211
002da6dde369f6a8b4c999ed61eb5a87,1,189,44.99,3,2,1,312
002ed12115742033f015cb3c269ccf68,1,261,97.9,2,3,1,213
002ef00822613c94613e60e03b169fef,1,245,92.9,2,3,1,213
002feefec5af0a3b26ee7839c66d205e,1,354,59.9,1,2,1,112
003162bf0351f47a1a247992b8b9b42d,1,96,514.9,5,5,1,515
0032ca69771a7758ce643258bb9e4ac7,1,94,45.0,5,2,1,512
0033f4a2887e07e25aa1204d482f41ba,1,114,350.0,4,5,1,415
00344274804f3b8003de1b0562ae01df,1,101,188.0,5,5,1,515
0034c76b7e6a17d738375b99afc2f01e,1,164,26.0,4,1,1,411
0035029989e6fc5cf030918a5f9f2037,1,159,438.0,4,5,1,415
003650b504826ea534e02eba0ab58dd5,1,274,13.99,2,1,1,211
0036d365b138cc0ee06bed755bcb5044,1,260,79.9,2,3,1,213
00370dfde3d012c420d29657afc2fc8b,1,262,215.0,2,5,1,215
00377a18050b898b93e2c774be9947db,1,327,49.99,1,2,1,112
0037aa56b017c105c3a9d47af71fff98,1,265,425.0,2,5,1,215
003800162424b7b5b3d75c9cf22a66e7,1,199,85.5,3,3,1,313
00391594070baf8603f5fdc1d0c6a48c,1,73,105.0,5,3,1,513
003a5571a07dcf09bf117d13d2980ba3,1,85,149.9,5,4,1,514
003a7a8eb096ed3cbf713d2def1ca701,1,65,99.99,5,3,1,513
003ac9408252444b489b1bfc013f5f8c,1,215,18.75,3,1,1,311
003ae409f37c3c30cb1c974af3a42692,1,64,195.0,5,5,1,515
003c2067070f5b3d923235b1ea1cc17b,1,73,109.7,5,3,1,513
003c457932a554e4df13834237b1ed00,1,286,129.9,2,4,1,214
003d56767e53e08671de00da3fba8d40,1,321,157.0,1,4,1,114
003db7adfcdc49857b095a50191b6c9d,1,169,524.9,4,5,1,415
003e2af81ea3c72fbdd093f07724a4de,1,184,48.0,3,2,1,312
003f4901fdb60ae9c1e2538b84c208e1,1,332,148.0,1,4,1,114
003fb95e849e71e732629d94bb92762f,1,80,57.99,5,2,1,512
003fee4ca17927283128c7ddc6f9311b,1,163,85.0,4,3,1,413
004177f7bf62929186b32c7fdaa6157b,1,364,393.98,1,5,1,115
004256f082951ec189a4962b6788c214,1,209,245.0,3,5,1,315
004288347e5e88a27ded2bb23747066c,1,277,87.9,2,3,1,213
0042dcca0ae57aaec6e808edc31a2d48,1,320,69.8,1,2,1,112
0042dfa8925d6eb23e471ec350454f04,1,84,49.9,5,2,1,512
004493e0b0a37317d25665d340c0677d,1,133,64.99,4,2,1,412
0045e9ad4d6c85d2323a7ab374b76183,1,120,5.9,4,1,1,411
0048706e497cfba0b689e1e3497bc99e,1,64,69.5,5,2,1,512
0048a779a98a7848514096ff04046079,1,71,21.7,5,1,1,511
0049a16516d38fc2246696172a257f16,1,293,24.99,2,1,1,211
0049ec2d7a5818d0e4b3f4735cec2458,1,91,25.9,5,1,1,511
004a432489f6630c6dfd3fc4454603f5,1,306,69.77,1,2,1,112
004b45ec5c64187465168251cd1c9c2f,1,144,27.0,4,1,1,411
004b9b1634b7becda8eec4e96bced882,1,74,134.99,5,4,1,514
004d17fa2cb102a7c4817f040c884e59,1,247,32.0,2,1,1,211
004df63539fd5e38d4b0a0506de7549c,1,94,949.99,5,5,1,515
004f84d065096f3cedd26cf0adc80b9d,1,175,159.98,4,4,1,414
00504b68faa074d0f40adcb4f7727f71,1,67,152.0,5,4,1,514
0050dcff37f8b9ff611d245e30572b46,1,169,49.99,4,2,1,412
005226be8d5b972d0f72b4e8a79f322b,1,199,1561.0,3,5,1,315
00539155ce68fbe677934aebdb17e09b,1,172,48.99,4,2,1,412
00543330561a9088f8b3879114a7b008,1,328,56.0,1,2,1,112
0055bbb9c95f6acb8db89d1f6c316407,1,246,68.0,2,2,1,212
0056c2dd794a5eede6164dcae635875a,1,70,129.99,5,4,1,514
0056f26cb8f20916c3baa0e39fc30709,1,201,92.9,3,3,1,313
005754cb59f8ee5cdbb5cda9d138757e,1,89,220.64,5,5,1,515
00575b2023dedcc0f3e81a938834689b,1,347,19.9,1,1,1,111
0057f64bff87f4698b4cbd338d62a2a8,1,58,75.07,5,3,1,513
0058e7db269cc11558913b42beb115d0,1,153,70.0,4,3,1,413
0058f300f57d7b93c477a131a59b36c3,2,209,132.48,3,4,2,324
005d8faa4cf789cf52fb880a8569880a,1,160,79.99,4,3,1,413
005f060d4223956c62b64e9567a36f0f,1,148,689.0,4,5,1,415
005f4b46e70bbd3295a38e2fd28d6566,1,350,49.8,1,2,1,112
005f6fa02633470267dcd1e3ecd0fa79,1,83,199.99,5,5,1,515
00605a8897ed9ad73b5c93bebad2541a,1,206,12.9,3,1,1,311
00626f29f9b57d3ef7c1739ff03e944e,1,190,129.0,3,4,1,314
0062adafa3846d9f372d8f1bde591b24,1,235,135.9,3,4,1,314
0063817060d662048ed08bccecaf45d5,1,279,37.8,2,1,1,211
0064a1b5f5cddd047c987b988a90c8c1,1,230,215.6,3,5,1,315
0064c96f536ac6250275482221834154,1,119,52.66,4,2,1,412
00651d97d964127ccfc0e2e55464876d,1,234,15.0,3,1,1,311
0065f7795a38381973a373c8b4939679,1,102,15.99,5,1,1,511
0067d2652c12515146721538868bbd80,1,121,169.9,4,4,1,414
0068bd2e9e76c018846dbc6e2bec5ac5,1,114,59.9,4,2,1,412
006a8c1784d622ebe06bab57e72ee045,1,327,49.0,1,2,1,112
006ab6f5e82340e927757563a9fbe7e4,1,320,267.2,1,5,1,115
006b297ed73773b17d8874a2eb4466e8,1,192,89.9,3,3,1,313
006bbb235068a01d2e3e47fa09ccf53c,1,244,19.9,2,1,1,211
006c10bfead12ac8d90486fb4ce4e603,1,125,67.99,4,2,1,412
006e937bd5a5e32043018a6d1521b5d5,1,311,189.9,1,5,1,115
006f2f20cf0cd723624b99d0e8e40d0c,1,249,29.99,2,1,1,211
00705dcbc0b9cad67abd658612770905,1,69,39.49,5,1,1,511
00720f160ff500d3605a1bf403eb62d9,1,152,104.9,4,3,1,413
00728bae3dec9c16b2193ab7e3195eb7,1,276,194.9,2,5,1,215
00737247e3dc1942da2c527ef3bd2709,1,208,59.9,3,2,1,312
0074a1d3f1995ff0538dc7197500973c,1,161,599.0,4,5,1,415
00762eafc5dac5fc1574f91e9b7c9b67,1,252,219.0,2,5,1,215
007658319c060f337577e8a1834d5df5,1,106,75.0,5,3,1,513
0077ba3f829303a1dce98552495c91a1,1,121,139.99,4,4,1,414
0077dc76aaf02323f03bce9b00878253,1,221,849.5,3,5,1,315
0078108af1d2dc4b1601c744ca581b4f,1,164,53.9,4,2,1,412
0078bb0f0d23e922d08437b7d0e13907,1,300,29.99,2,1,1,211
00797f371bc0f6adb4d267be541a92da,1,192,53.9,3,2,1,312
0079b50e9f77c1148b472818f92eaebc,1,325,24.9,1,1,1,111
0079b7407a428543a7f178cc09164035,1,322,48.9,1,2,1,112
007a2fab7046647dad04fe7d08c57820,1,256,109.95,2,3,1,213
007b8307b6448f0425ff2001f00c1bdb,1,156,21.9,4,1,1,411
007ba48697b079e78f168b051462dd1b,1,133,129.0,4,4,1,414
007d9f716ead2bc8712255271a38f609,1,290,49.97,2,2,1,212
007e21b7a007c8f8dadfa43c9d5a91db,1,221,54.4,3,2,1,312
0083e758383b3deb6c6dac1b0b431ac0,1,285,30.5,2,1,1,211
0085139b503668b3addcfe826d91be8d,1,261,465.88,2,5,1,215
0085d749fc64f766ece1729464f8039a,1,210,330.0,3,5,1,315
0087c31081ea8d160baa06bf4ad4d76f,1,117,160.0,4,4,1,414
008b06aba4b5f5b5b94f525ccf520624,1,57,67.98,5,2,1,512
008b82b072c6b564fcce49a325f84097,1,221,29.9,3,1,1,311
008ca52811784a181c8c88e8d66b49db,1,63,111.51,5,4,1,514
008ea5bdd1a99fb584cce7739349da75,1,187,45.0,3,2,1,312
009000746b4fc73fe77ecc396fdb78d2,1,323,120.9,1,4,1,114
009231b0ef6a6b4f5a5fe46938827b83,1,255,89.9,2,3,1,213
0093aeb87eca387dd153f965aa10c060,1,330,139.9,1,4,1,114
0093dbe7f479386a92095026decf825d,1,324,30.21,1,1,1,111
00950dbc783342e164c24e09023ebcb7,1,107,80.38,5,3,1,513
0096f8cd903cc205efab77d5ae6bb6f1,1,247,134.9,2,4,1,214
0097c1e3f3c2fed7a7d8cf30be1a33df,1,325,89.9,1,3,1,113
0097fca0db567f5ca79509b7b4fc1c2d,1,182,172.14,3,4,1,314
00986cafefb6e670cceca01694bda599,1,290,49.99,2,2,1,212
0098853a28531d48988a2fb02b30840e,1,132,59.99,4,2,1,412
009890d2f2b15df1267ed7f90f45fc4e,1,178,79.99,3,3,1,313
009a0802534f904b40b9d512b49794e1,1,336,77.0,1,3,1,113
009a3ad0cbdfc7f5481488472f72e8b1,1,197,13.65,3,1,1,311
009dd7b313c04f4ccd9d4e423bc04ba7,1,176,79.98,4,3,1,413
009f647a455451d6c325bef96685e1c1,1,173,110.0,4,4,1,414
00a02d822b18db532e50e0607e615f3b,1,65,179.9,5,5,1,515
00a089b8c7ab1e3808c3ad7de7a254dd,1,120,34.49,4,1,1,411
00a1c6913daeda0b7f9b79f802805fdb,1,295,84.99,2,3,1,213
00a1d0d7d91c17c634d6896ce10ce1c6,1,80,95.0,5,3,1,513
00a1e8f160b36ccdcbca310933f12a3b,1,323,28.7,1,1,1,111
00a33236962b4ac37fd25275be9c206b,1,60,98.0,5,3,1,513
00a39521eb40f7012db50455bf083460,2,137,81.45,4,3,2,423
00a3a868d6047bac2888d27b16743ba0,1,250,89.7,2,3,1,213
00a78b45ea275348c1a8081bef9ab61b,1,292,169.9,2,4,1,214
00a9fd000ff87bb48b989df819c418f5,1,212,238.0,3,5,1,315
00aafcd186fbd5da867f9b8df04518aa,1,244,116.91,2,4,1,214
00ab80210f1875276065f3c1911a2110,1,198,25.5,3,1,1,311
00ab8b4d83051d5a41842abe7ff473fc,1,320,134.9,1,4,1,114
00aba8ca6b7a455bcde671692a3f9e51,1,325,25.5,1,1,1,111
00ad4e6c01a3039fa1b45eaadb4222e4,1,117,59.99,4,2,1,412
00adeda9b742746c0c66e10d00ea1b74,1,345,2078.5,1,5,1,115
00ae50eb5e1d2514f694dee1dcbbd5ae,1,160,213.5,4,5,1,415
00af5c2c9fd47849143be82aea5ab2cf,1,282,94.98,2,3,1,213
00b0d21952ae29dfe79db614512a27c2,1,314,399.93,1,5,1,115
00b1066a65657ee1759544f6b61a4e2c,1,160,49.8,4,2,1,412
00b1b0f856eb804d554ceab3d8f1dc35,1,272,181.56,2,5,1,215
00b1d2492b4127598629f19a22a32be8,1,329,129.9,1,4,1,114
00b21d737fc7f475c145ca292832385d,1,236,159.99,2,4,1,214
00b246520d4904724f9b20188a2ff39b,1,138,12.99,4,1,1,411
00b2ca23369b68c4d4105ecea9c0cb93,1,76,65.9,5,2,1,512
00b2ee6366438f46105832fd9acaf56f,1,198,249.99,3,5,1,315
00b5ba65365dad1d25811bf5e45fc983,1,325,89.9,1,3,1,113
00b742e2f6d8fa571cd560007081d53b,1,119,146.94,4,4,1,414
00b8076004092a29c2c934570c356fc7,1,211,199.9,3,5,1,315
00b9746bf8ac2964942d8b969f015196,1,78,70.0,5,3,1,513
00bab5c446ba511117719c775a3f78e8,1,277,29.97,2,1,1,211
00bbfe2f540d0cfccbb098d92c503eca,1,353,59.9,1,2,1,112
00bc6cf36e50f21a8478d86721c07aa5,1,221,49.9,3,2,1,312
00bcc55fd3eb23fc001365c5f0c3c3ba,1,254,9.0,2,1,1,211
00bd169997f142571c113645554663d6,1,331,41.5,1,2,1,112
00bd194837f2ad36d45985a6205df78a,1,173,159.9,4,4,1,414
00bd903b65b4c9a1c822887d0b012592,1,153,102.0,4,3,1,413
00be1845d956d40218db17093f667764,1,328,49.0,1,2,1,112
00bee19e1199bc5cede1c674177b9e22,1,334,649.9,1,5,1,115
00bfe974afd63b30ed282dc69892fb98,1,294,99.8,2,3,1,213
00c04df1c94e385d57d4a33a2965217c,1,230,72.0,3,3,1,313
00c05fe9d2f8b245f1f86fe559175f24,1,126,338.0,4,5,1,415
00c07da5ba0e07b4f248a3a373b07476,1,83,2258.0,5,5,1,515
00c0bbc49a530c07c110d269211da046,1,322,94.9,1,3,1,113
00c19498681c665889d1212be870e8df,1,334,108.9,1,3,1,113
00c1d73d161e74cfbe78975c1a2ba2ff,1,174,40.0,4,2,1,412
00c26c3dd77bb25a0423a2280886b86a,1,227,19.9,3,1,1,311
00c31de6420048cb3f668c99153debf7,1,351,64.9,1,2,1,112
00c3c74b09b2022ac2c0f43bb09797b4,1,321,56.89,1,2,1,112
00c4592dfbfe06775ab582d7a2b8dddf,1,326,55.9,1,2,1,112
00c4d93157cffc73cb2459f52b89cee4,1,363,64.99,1,2,1,112
00c5610e0f4b339cd3b0cc499937db8d,1,88,139.9,5,4,1,514
00c605c0bfa39610b994c18f822a6d5a,1,177,119.0,3,4,1,314
00c8c7f0cafacc30bfda2a9a7445ec80,1,82,67.0,5,2,1,512
00c916ff33b521444787ac76ac6b029d,1,312,69.9,1,2,1,112
00ca7e6a87ceddccce3ff015000be61b,1,212,38.0,3,1,1,311
00cac13832bd0a8b6f50f6a36b053223,1,135,399.9,4,5,1,415
00cc0061269a99836cf8b029b1d0177d,1,79,32.66,5,1,1,511
00cc2d4fcb3a1864b4f900741915aa85,1,308,54.99,1,2,1,112
00cd1ffd1a85ec2af3de73a3d341339d,1,163,49.0,4,2,1,412
00cdb0d59698da325d0e6830120363bf,1,172,58.89,4,2,1,412
00cf2f12497614285e5dbfb77d6dd312,1,184,269.9,3,5,1,315
00d012266be1430eec790d0f405a836c,1,182,18.9,3,1,1,311
00d079bd851bf5d13879d7a2a3b5ec48,1,272,159.77,2,4,1,214
00d1e5d82377766dac9f8dc4d4eaf4a8,1,196,116.30000000000001,3,4,1,314
00d447911e5d5ae87480df8734b915f2,1,77,219.9,5,5,1,515
00d4ef3e086e2191c3fb6e7b0d2a1c75,1,110,47.9,5,2,1,512
00d76f8bb8df7e07711da4076c52ffe0,1,96,105.99,5,3,1,513
00d7812c158831a996a6b3f4698643b5,1,59,14.99,5,1,1,511
00d8411c0f5ee4e0a9b8900ea483680e,1,312,220.0,1,5,1,115
00d85302f43fe8848153e3720c34ac01,1,274,12.77,2,1,1,211
00d890d6e36244f39e22a9fb95e68756,1,254,29.99,2,1,1,211
00d8a60ad2500432d9edd109cfddfd9e,1,161,59.0,4,2,1,412
00d8ba74be3eee415fe4508fdd325ee5,1,260,340.0,2,5,1,215
00d96f54b90a6ffbe7361bcfdb85b0ba,1,239,99.9,2,3,1,213
00da34ebf22b87f6c2f53dc069f237df,1,154,209.70000000000002,4,5,1,415
00db0070b3c3bd0215072323c8499407,1,179,334.9,3,5,1,315
00dba3af1366ca8114a40bc83021f5e9,1,321,119.3,1,4,1,114
00df047af693b421c167e27932bfd6c5,1,105,149.9,5,4,1,514
00dfebc9135c7228dbb2239afc214bb5,1,327,16.0,1,1,1,111
00e04d8e3aaa5ffab327612642ab4564,1,309,49.9,1,2,1,112
00e10a3ff1e104902141546420f5a18b,1,90,49.9,5,2,1,512
00e130c15fdc51673742f622aa7eb63c,1,94,99.99,5,3,1,513
00e151934c812526b4ed6174c8b7b1f7,1,276,129.0,2,4,1,214
00e20792154788aa00f53fbd616a8d91,1,194,169.83,3,4,1,314
00e336519abc0012c8711db2132467ac,1,186,113.57,3,4,1,314
00e57919b893c89f4d9eee8d06c41f6f,1,334,59.9,1,2,1,112
00e5dfd6ee7406a69b74c72795e6f354,1,291,29.99,2,1,1,211
00e5fd621e63c426ef718e2174ebedc5,1,218,65.9,3,2,1,312
00e67cd18afc92ef0196eb8cdf31fde0,1,323,30.1,1,1,1,111
00e6c1a9e0ea3dbda699b60023a194ac,1,257,151.0,2,4,1,214
00e8cbf31206edcf22b7b118daa13983,1,273,260.9,2,5,1,215
00e8de2edf1a4ac05a65e36b4682cd9e,1,211,120.0,3,4,1,314
00e91970e7fa706ece5b58bdb6344224,1,239,25.45,2,1,1,211
00e984e99fdfd52943156d2d7eb4a5e6,1,78,9.9,5,1,1,511
00eba9372ced7769c4b9f234923d73cc,1,322,24.5,1,1,1,111
00ec23a308504080697e5204d3dbcb2c,1,325,98.0,1,3,1,113
00ec5df43edcae768361caa707fded3e,1,311,79.0,1,3,1,113
00ec6ce865af3a65e9cca32b180e5d20,1,222,117.80000000000001,3,4,1,314
00ec821ef89535a690a072e80387b40e,1,93,110.32,5,4,1,514
00ee11b831faa111cd62af2f4de8da96,1,172,16.9,4,1,1,411
00ee7af62ef66b1f9b49f2c2bfd70ad5,1,82,129.99,5,4,1,514
00f326313b0a02392c17028f78338df0,1,59,24.9,5,1,1,511
00f7a39823c05d6a0675aa6dd276bfb0,1,57,29.99,5,1,1,511
00f8151e6b5d1b3710527075ef845a88,1,281,150.0,2,4,1,214
00f8fcf41cceee827e699cc73950218d,1,148,69.9,4,2,1,412
00face5c8f7dbb7eefd4112722f26903,1,223,19.9,3,1,1,311
00fb8f6787f67bd33c7e86c9691d2b1c,1,276,247.23,2,5,1,215
00fb957ae14ffd35a3211d8aa6d9cf9c,1,152,43.49,4,2,1,412
00fb9cc86736fe3782dbc828a2eea4a6,1,301,79.0,1,3,1,113
00fd18b088edb95d1a35457f1c0e1bfa,1,137,89.99,4,3,1,413
00fd4a627a3b93cff0729f0b3554640d,1,75,171.78,5,4,1,514
00ff5e862f825ac56e5fdfaa6b69dc51,1,176,35.9,4,1,1,411
01007c64cbffc1eef7ee682dae0ddbfe,1,88,179.99,5,5,1,515
01007ebf75cabcd9d81d1aac37b278ca,1,189,60.9,3,2,1,312
01018f26fb8b8a922c025de40a85a553,1,285,199.9,2,5,1,215
0101da21926315ddd81d190e0ec40440,1,357,139.99,1,4,1,114
01027e860e6fb9591599d94a4189e2ad,1,148,91.3,4,3,1,413
01029081d0cfc339576f71ab45713d10,1,152,27.9,4,1,1,411
0104a702e0f73442fe4dc3bfff6ba373,1,193,259.0,3,5,1,315
0104d0840fb6bccc7618c519fbcce1a0,1,56,116.9,5,4,1,514
0105c53fe2f742999dcb90ca99f4bfba,1,261,16.9,2,1,1,211
0105f445969ca7b8fa2e354bec7a95bd,1,333,139.99,1,4,1,114
01093ce2e3723bdb8de583346d76098c,1,212,29.4,3,1,1,311
0109643e8c9bc5d8d7791439f3fa4259,1,286,40.0,2,2,1,212
010a0365ab237a5e2fed9d945121b627,1,96,50.4,5,2,1,512
010ab6653f042ebb8e430f1718f61147,1,186,24.9,3,1,1,311
010d09c16c5fee11226ca7c5492892de,1,328,171.9,1,4,1,114
010fea34d64c9fc635cebbe583f5104a,1,204,92.1,3,3,1,313
0113282a7fe79b3d8489193ccc601efb,1,213,118.0,3,4,1,314
01147fb2cf81b69cdcfdc1ac4c6fae7e,1,230,97.0,3,3,1,313
011575986092c30523ecb71ff10cb473,2,182,182.9,3,5,2,325
011620d7c45f4d1599c68b2f19e4b73e,1,269,12.25,2,1,1,211
011702c19fd5dec0000a8dbbb5b98809,1,318,139.9,1,4,1,114
011733687890faf081be6fde9e7cc7a0,1,119,49.98,4,2,1,412
011735b41c89ca1e075296f4ecb01a27,1,338,29.9,1,1,1,111
011784926e81122b1abd0210b5888c22,1,241,317.9,2,5,1,215
011785063c56f2c239064f603bf02a05,1,290,139.0,2,4,1,214
0117fb2675e2936a2e96dee22e8c992b,1,157,74.99,4,3,1,413
0117fc67656c020dddef928c878ad5e3,1,97,65.0,5,2,1,512
01180926dda31d9e6f60befe084788dd,1,245,65.0,2,2,1,212
01196e80f5309cb251220a6a5b3f57f5,1,198,14.9,3,1,1,311
011b4adcd54683b480c4d841250a987f,1,245,113.94,2,4,1,214
011b7396d7220ca4ff52508adcb6b870,1,279,29.5,2,1,1,211
011d6505c026d200e75cb0b6c47da758,1,313,64.99,1,2,1,112
0121107a0cebf91b6af74f8a4ab3c4d9,1,326,18.9,1,1,1,111
012452d40dafae4df401bced74cdb490,1,157,330.0,4,5,1,415
0125200158c999d5813b11be482a48da,1,167,69.9,4,2,1,412
0125fb08af5c9dd55731090aafc63ac8,1,246,72.9,2,3,1,213
012714eb883337fd2631c13d2daf4466,1,197,79.99,3,3,1,313
012755131a5b785b0ae3291c339a9051,1,208,358.98,3,5,1,315
0129147743b7712da1c4a55a59d0fb16,1,233,34.9,3,1,1,311
0129d48dce554d95f641d01eaa88904a,1,216,1390.0,3,5,1,315
012a218df8995d3ec3bb221828360c86,2,122,1429.8000000000002,4,5,2,425
012ab8ee5f7d76005d838758e9a9452c,1,59,29.98,5,1,1,511
012b41c1dae00a092474ca48dc764a00,1,87,318.0,5,5,1,515
012ba82b3ff6ea994a4ecc6c848a4782,1,196,49.0,3,2,1,312
012da9594b65ccb990822802ba0ff2e4,1,189,63.9,3,2,1,312
0130a250cff3b3b0649cae3671959139,1,234,33.0,3,1,1,311
0130baad44d0ccc44bc7526c1ac18c64,1,90,228.0,5,5,1,515
0134417784b9f85470e635c063152a71,1,179,134.0,3,4,1,314
0134caf89be2059cfd79af28d8bc1e7f,1,121,46.4,4,2,1,412
013689381e404bf6304f57bab4b8f01d,1,82,319.79999999999995,5,5,1,515
0137420de9b02a180c53e5bd64f14750,1,244,49.9,2,2,1,212
0137839e600d4edd0949a8ce7c171164,1,309,129.9,1,4,1,114
013802b3b98584222c1280e654a655b1,1,154,113.9,4,4,1,414
0138dff42973f40e8f5225472526f278,1,171,149.9,4,4,1,414
01399b72331afe80cc0c3a982cafb177,1,102,22.49,5,1,1,511
0139d2cb6ca3b630b5833d49634d328e,1,336,120.0,1,4,1,114
013a435769899074c568863694560449,1,204,987.0,3,5,1,315
013ae505c83f5fb1905ed23afdafd3a2,1,354,110.0,1,4,1,114
013b6090dc49b5fa51196b20ec11f19c,1,254,9.9,2,1,1,211
013dd47ed31ce4de00cb434b2cae5386,1,189,117.3,3,4,1,314
013ef03e0f3f408dd9bf555e4edcdc0a,2,90,226.34,5,5,2,525
013f4353d26bb05dc6652f1269458d8d,2,324,276.9,1,5,2,125
013f66477aa3210eb05fec3fa184de33,1,269,89.99,2,3,1,213
01413c132b54b9b7dfadc2ee71ef78c8,1,343,34.9,1,1,1,111
0143a04eabe01ceb3a9fe2dde984e2b0,1,141,157.0,4,4,1,414
01440d8dea55a5d0ed27d26c41044761,1,249,155.0,2,4,1,214
014410afdd8e0393ec17e9d8488449e0,1,237,699.0,2,5,1,215
0145c2c66ea8f764ed8d8015ce149af7,1,93,17.0,5,1,1,511
0145fc4d376df22449756022b9ccb472,1,139,19.9,4,1,1,411
01462a1d33f1b303bead3ec1ae2c4f7e,1,100,79.9,5,3,1,513
014644ae002bacd78bb05521f7e9aaab,1,223,12.9,3,1,1,311
01489018af4a609acb2fa2634c9ce643,1,72,58.99,5,2,1,512
014ce9c0a3df00f77a6932a7b371a3bc,1,52,15.9,5,1,1,511
014dc284927e986549bf255eb79eb3ab,1,293,129.9,2,4,1,214
014dcb5d582d60bca6a379e45a9041da,1,257,11.89,2,1,1,211
014e4042a6b3ed0b1a6cd14c7639bb84,1,197,219.9,3,5,1,315
014f7e8caea3379aa3d30558424ca54f,1,115,37.9,4,1,1,411
015124b67936296eb7250b38c906a627,1,214,39.0,3,1,1,311
0151bcc17b8ae63a495b6c9fe6f708a1,1,223,69.9,3,2,1,312
0151cf157e4682357e62be311f4823b7,1,325,79.9,1,3,1,113
01525fe1e0d8e9616b2503260671d20d,1,69,69.0,5,2,1,512
0152897024d0ddad70baafe17ed705f4,1,216,74.69999999999999,3,3,1,313
01531f72337b960a58cdba9c94e96d1a,1,345,29.0,1,1,1,111
01541e2754a6e7830b2871d7191d27e2,1,68,35.0,5,1,1,511
015546ec984c58044b2a1304f24193a7,1,261,79.0,2,3,1,213
015613e1b7c050cd2331d34076fce1c6,1,201,78.0,3,3,1,313
0156e3456c1959644b2da32c2cee358c,1,76,69.99,5,3,1,513
01575c2596c13ff2422df080a71b481b,1,351,50.0,1,2,1,112
015906d05142c9dc02e816c29c044bba,1,282,289.0,2,5,1,215
01593b828c6e7c516ed078a4820ab9b2,1,103,31.99,5,1,1,511
015aba8b6e516fbf6ee76c164c11987b,1,236,69.9,2,2,1,212
015b72d1a4ec2bfcf75518ada117c62b,1,93,229.98,5,5,1,515
